Order NO,Order Date,Countries,Pie Flavor,Quantity,Price,Amount Sold,Slice Or Whole Pie,Pre-Order/In-Store Purchase,Organic?,,Pie Flavor,Quantity,,
10987,20/11/2020,DR Congo,Blueberry,1," 9,298 ",9298.00,Slice,In-Store,Yes,,,,,
10988,20/11/2020,Egypt,Apple,1," 2,806 ",2806.00,Slice,In-Store,Yes,,,,,
10989,20/11/2020,Equatorial Guinea,Apple,2," 9,131 ",18262.00,Slice,In-Store,Yes,,,,,
10990,20/11/2020,Eritrea,Apple,1," 3,090 ",3090.00,Whole,In-Store,Yes,,,,,
10991,20/11/2020,Eswatini,Pumpkin,1," 4,827 ",4827.00,Slice,In-Store,Yes,,,,,
10992,20/11/2020,Ethiopia,Pumpkin,5," 2,989 ",14945.00,Slice,In-Store,Yes,,,,,
10993,20/11/2020,Gabon,Blueberry,4," 8,484 ",33936.00,Slice,In-Store,Yes,,,,,
10994,20/11/2020,Gambia,Apple,2," 9,832 ",19664.00,Whole,Pre-Order,Yes,,,,,
10995,04/10/2021,Ghana,Cherry,3," 1,502 ",4506.00,Whole,In-Store,Yes,,,,,
10996,04/10/2021,Guinea,Apple,2," 7,926 ",15852.00,Slice,Pre-Order,Yes,,,,,
10997,04/10/2021,Guinea-Bissau,Cherry,4," 9,164 ",36656.00,Whole,Pre-Order,Yes,,,,,
10998,04/10/2021,Kenya,Apple,3," 9,052 ",27156.00,Whole,Pre-Order,Yes,,,,,
10999,04/10/2021,Lesotho,Cherry,3," 1,616 ",4848.00,Whole,In-Store,Yes,,,,,
11000,04/10/2021,Liberia,Cherry,2," 7,472 ",14944.00,Slice,Pre-Order,No,,,,,
11001,04/10/2021,Libya,Apple,2," 8,857 ",17714.00,Slice,Pre-Order,No,,,,,
11002,04/10/2021,Madagascar,Cherry,1," 8,561 ",8561.00,Whole,Pre-Order,Yes,,,,,
11003,04/10/2021,Malawi,Pumpkin,4," 2,553 ",10212.00,Slice,Pre-Order,No,,,,,
11004,06/11/2019,Mali,Pumpkin,4," 2,942 ",11768.00,Whole,Pre-Order,Yes,,,,,
11005,06/11/2019,Mauritania,Pumpkin,2," 8,934 ",17868.00,Whole,In-Store,No,,,,,
11006,06/11/2019,Mauritius,Pumpkin,5," 1,122 ",5610.00,Slice,Pre-Order,No,,,,,
11007,06/11/2019,Morocco,Other,5," 1,578 ",7890.00,Slice,In-Store,Yes,,,,,
11008,06/11/2019,Mozambique,Pumpkin,4," 7,944 ",31776.00,Slice,Pre-Order,Yes,,,,,
11009,06/11/2019,Namibia,Other,3," 8,182 ",24546.00,Slice,Pre-Order,No,,,,,
11010,06/11/2019,Niger,Pumpkin,5," 7,358 ",36790.00,Slice,Pre-Order,Yes,,,,,
11011,06/11/2019,Nigeria,Apple,5," 8,827 ",44135.00,Whole,In-Store,Yes,,,,,
11012,06/11/2019,Rwanda,Cherry,3," 6,181 ",18543.00,Slice,Pre-Order,No,,,,,
11013,06/11/2019,Sao Tome & Principe,Strawberry Rhubarb,3," 1,850 ",5550.00,Slice,Pre-Order,Yes,,,,,
11014,06/11/2019,Senegal,Cherry,3," 9,124 ",27372.00,Whole,In-Store,No,,,,,
11015,06/11/2019,Seychelles,Strawberry Rhubarb,5," 5,158 ",25790.00,Whole,Pre-Order,No,,,,,
11016,06/11/2019,Sierra Leone,Cherry,2," 7,022 ",14044.00,Whole,Pre-Order,No,,,,,
11017,06/11/2019,Somalia,Cherry,1," 1,591 ",1591.00,Whole,Pre-Order,No,,,,,
11018,06/11/2019,South Africa,Pumpkin,2," 9,938 ",19876.00,Slice,In-Store,Yes,,,,,
11019,06/05/2020,South Sudan,Apple,4," 5,425 ",21700.00,Slice,In-Store,No,,,,,
11020,06/05/2020,Sudan,Apple,4," 9,406 ",37624.00,Whole,Pre-Order,No,,,,,
11021,06/05/2020,Tanzania,Apple,4," 7,382 ",29528.00,Whole,Pre-Order,No,,,,,
11022,06/05/2020,Togo,Apple,1," 4,341 ",4341.00,Whole,In-Store,Yes,,,,,
11023,06/05/2020,Tunisia,Apple,4," 4,483 ",17932.00,Whole,In-Store,Yes,,,,,
11024,06/05/2020,Uganda,Strawberry Rhubarb,3," 2,755 ",8265.00,Whole,Pre-Order,No,,,,,
11025,06/05/2020,Zambia,Strawberry Rhubarb,3," 3,421 ",10263.00,Whole,In-Store,No,,,,,
11026,06/05/2020,Zimbabwe,Strawberry Rhubarb,5," 4,838 ",24190.00,Slice,In-Store,Yes,,,,,
11027,06/05/2020,Algeria,Strawberry Rhubarb,4," 9,237 ",36948.00,Slice,Pre-Order,No,,,,,
11028,06/05/2020,Angola,Strawberry Rhubarb,5," 9,769 ",48845.00,Slice,Pre-Order,No,,,,,
11029,06/05/2020,Benin,Strawberry Rhubarb,5," 9,244 ",46220.00,Whole,In-Store,Yes,,,,,
11030,06/05/2020,Botswana,Strawberry Rhubarb,2," 3,436 ",6872.00,Whole,In-Store,Yes,,,,,
11031,06/05/2020,Burkina Faso,Strawberry Rhubarb,3," 5,008 ",15024.00,Slice,In-Store,Yes,,,,,
11032,06/05/2020,Burundi,Strawberry Rhubarb,3," 3,012 ",9036.00,Whole,Pre-Order,Yes,,,,,
11033,06/05/2020,Cabo Verde,Strawberry Rhubarb,5," 1,711 ",8555.00,Whole,In-Store,Yes,,,,,
11034,06/05/2020,Cameroon,Strawberry Rhubarb,1," 9,844 ",9844.00,Slice,In-Store,No,,,,,
11035,06/05/2020,Central African Republic,Strawberry Rhubarb,3," 8,954 ",26862.00,Whole,In-Store,Yes,,,,,
11036,10/12/2020,Chad,Pumpkin,3," 4,260 ",12780.00,Slice,In-Store,Yes,,,,,
11037,10/12/2020,Comoros,Apple,2," 2,822 ",5644.00,Slice,Pre-Order,No,,,,,
11038,10/12/2020,Congo,Apple,2," 8,544 ",17088.00,Whole,Pre-Order,Yes,,,,,
11039,10/12/2020,Côte d'Ivoire,Other,1," 2,679 ",2679.00,Slice,Pre-Order,Yes,,,,,
11040,10/12/2020,Djibouti,Fudge,5," 6,898 ",34490.00,Whole,Pre-Order,No,,,,,
11041,10/12/2020,DR Congo,Cherry,5," 2,972 ",14860.00,Slice,Pre-Order,No,,,,,
11042,06/05/2021,Egypt,Cherry,4," 5,874 ",23496.00,Whole,Pre-Order,Yes,,,,,
11043,06/05/2021,Equatorial Guinea,Strawberry Rhubarb,2," 5,646 ",11292.00,Slice,Pre-Order,No,,,,,
11044,06/05/2021,Eritrea,Strawberry Rhubarb,4," 7,714 ",30856.00,Slice,In-Store,Yes,,,,,
11045,06/05/2021,Eswatini,Strawberry Rhubarb,4," 5,552 ",22208.00,Slice,Pre-Order,Yes,,,,,
11046,06/05/2021,Ethiopia,Strawberry Rhubarb,3," 4,848 ",14544.00,Whole,Pre-Order,Yes,,,,,
11047,06/05/2021,Gabon,Strawberry Rhubarb,3," 5,943 ",17829.00,Slice,Pre-Order,Yes,,,,,
11048,06/05/2021,Gambia,Cherry,2," 6,592 ",13184.00,Whole,In-Store,Yes,,,,,
11049,06/05/2021,Ghana,Strawberry Rhubarb,2," 6,254 ",12508.00,Whole,Pre-Order,Yes,,,,,
11050,06/05/2021,Guinea,Cherry,1," 3,315 ",3315.00,Whole,Pre-Order,No,,,,,
11051,06/05/2021,Guinea-Bissau,Strawberry Rhubarb,1," 3,087 ",3087.00,Whole,Pre-Order,No,,,,,
11052,11/04/2020,Kenya,Blueberry,5," 4,672 ",23360.00,Whole,Pre-Order,Yes,,,,,
11053,11/04/2020,Lesotho,Apple,5," 6,352 ",31760.00,Slice,In-Store,No,,,,,
11054,11/04/2020,Liberia,Blueberry,2," 1,521 ",3042.00,Slice,Pre-Order,Yes,,,,,
11055,11/04/2020,Libya,Blueberry,5," 9,927 ",49635.00,Slice,In-Store,Yes,,,,,
11056,11/04/2020,Madagascar,Blueberry,4," 7,537 ",30148.00,Whole,In-Store,No,,,,,
11057,11/04/2020,Malawi,Blueberry,5," 6,788 ",33940.00,Whole,Pre-Order,Yes,,,,,
11058,11/04/2020,Mali,Blueberry,3," 4,351 ",13053.00,Whole,In-Store,Yes,,,,,
11059,11/04/2020,Mauritania,Apple,1," 3,627 ",3627.00,Whole,In-Store,Yes,,,,,
11060,11/04/2020,Mauritius,Apple,2," 7,741 ",15482.00,Slice,Pre-Order,Yes,,,,,
11061,11/04/2020,Morocco,Blueberry,5," 6,442 ",32210.00,Slice,Pre-Order,No,,,,,
11062,11/04/2020,Mozambique,Other,5," 3,302 ",16510.00,Whole,Pre-Order,No,,,,,
11063,22/08/2020,Namibia,Strawberry Rhubarb,4," 8,003 ",32012.00,Whole,In-Store,Yes,,,,,
11064,22/08/2020,Niger,Strawberry Rhubarb,2," 7,011 ",14022.00,Slice,In-Store,No,,,,,
11065,04/07/2019,Nigeria,Cherry,5," 8,949 ",44745.00,Whole,Pre-Order,Yes,,,,,
11066,04/07/2019,Rwanda,Cherry,5," 9,153 ",45765.00,Whole,In-Store,No,,,,,
11067,04/07/2019,Sao Tome & Principe,Cherry,3," 6,104 ",18312.00,Slice,Pre-Order,Yes,,,,,
11068,04/07/2019,Senegal,Strawberry Rhubarb,4," 7,908 ",31632.00,Slice,Pre-Order,No,,,,,
11069,04/07/2019,Seychelles,Cherry,4," 6,852 ",27408.00,Whole,In-Store,Yes,,,,,
11070,04/07/2019,Sierra Leone,Strawberry Rhubarb,1," 8,710 ",8710.00,Whole,In-Store,No,,,,,
11071,04/07/2019,Somalia,Cherry,3," 9,396 ",28188.00,Slice,Pre-Order,No,,,,,
11072,04/07/2019,South Africa,Cherry,5," 7,540 ",37700.00,Slice,In-Store,Yes,,,,,
11073,04/07/2019,South Sudan,Apple,1," 5,439 ",5439.00,Slice,In-Store,No,,,,,
11074,04/07/2019,Sudan,Cherry,4," 3,802 ",15208.00,Whole,Pre-Order,No,,,,,
11075,04/07/2019,Tanzania,Strawberry Rhubarb,3," 1,414 ",4242.00,Whole,In-Store,Yes,,,,,
11076,04/07/2019,Togo,Apple,2," 3,026 ",6052.00,Slice,In-Store,No,,,,,
11077,04/07/2019,Tunisia,Apple,1," 9,425 ",9425.00,Whole,Pre-Order,No,,,,,
11078,04/07/2019,Uganda,Apple,2," 6,658 ",13316.00,Whole,In-Store,Yes,,,,,
11079,04/07/2019,Zambia,Apple,1," 7,367 ",7367.00,Slice,Pre-Order,Yes,,,,,
11080,04/07/2019,Zimbabwe,Apple,1," 6,151 ",6151.00,Whole,Pre-Order,No,,,,,
11081,14/03/2020,Algeria,Pumpkin,5," 4,334 ",21670.00,Slice,In-Store,No,,,,,
11082,20/03/2021,Angola,Pumpkin,5," 2,726 ",13630.00,Whole,Pre-Order,Yes,,,,,
11083,20/03/2021,Benin,Pumpkin,2," 7,225 ",14450.00,Whole,In-Store,No,,,,,
11084,20/03/2021,Botswana,Pumpkin,4," 8,199 ",32796.00,Slice,In-Store,Yes,,,,,
11085,20/03/2021,Burkina Faso,Pumpkin,2," 1,549 ",3098.00,Slice,Pre-Order,No,,,,,
11086,20/03/2021,Burundi,Pumpkin,5," 6,256 ",31280.00,Slice,In-Store,No,,,,,
11087,20/03/2021,Cabo Verde,Pumpkin,2," 7,454 ",14908.00,Whole,Pre-Order,No,,,,,
11088,13/11/2021,Cameroon,Pumpkin,5," 6,111 ",30555.00,Slice,Pre-Order,Yes,,,,,
11089,10/04/2021,Central African Republic,Other,3," 7,238 ",21714.00,Slice,In-Store,No,,,,,
11090,10/04/2021,Chad,Cherry,5," 3,125 ",15625.00,Slice,In-Store,No,,,,,
11091,10/04/2021,Comoros,Cherry,1," 9,138 ",9138.00,Whole,In-Store,No,,,,,
11092,13/11/2021,Congo,Strawberry Rhubarb,1," 6,140 ",6140.00,Slice,Pre-Order,Yes,,,,,
11093,13/11/2021,Côte d'Ivoire,Blueberry,2," 6,304 ",12608.00,Whole,Pre-Order,Yes,,,,,
11094,10/04/2021,Djibouti,Other,5," 8,158 ",40790.00,Whole,Pre-Order,No,,,,,
11095,13/11/2021,DR Congo,Other,1," 1,736 ",1736.00,Slice,Pre-Order,Yes,,,,,
11096,10/04/2021,Egypt,Apple,3," 8,987 ",26961.00,Slice,In-Store,Yes,,,,,
11097,18/04/2020,Equatorial Guinea,Other,1," 6,485 ",6485.00,Slice,Pre-Order,No,,,,,
11098,20/11/2020,Eritrea,Pumpkin,4," 9,568 ",38272.00,Slice,Pre-Order,Yes,,,,,
11099,20/11/2020,Eswatini,Pumpkin,3," 2,506 ",7518.00,Slice,Pre-Order,Yes,,,,,
11100,18/04/2020,Ethiopia,Cherry,1," 7,941 ",7941.00,Whole,In-Store,Yes,,,,,
11101,20/11/2020,Gabon,Pumpkin,1," 8,935 ",8935.00,Slice,Pre-Order,Yes,,,,,
11102,18/04/2020,Gambia,Cherry,3," 4,985 ",14955.00,Slice,In-Store,Yes,,,,,
11103,20/11/2020,Ghana,Pumpkin,5," 9,676 ",48380.00,Whole,Pre-Order,Yes,,,,,
11104,18/04/2020,Guinea,Cherry,5," 3,688 ",18440.00,Whole,In-Store,Yes,,,,,
11105,18/04/2020,Guinea-Bissau,Cherry,3," 3,430 ",10290.00,Whole,In-Store,Yes,,,,,
11106,20/11/2020,Kenya,Pumpkin,3," 4,067 ",12201.00,Whole,Pre-Order,Yes,,,,,
11107,18/04/2020,Lesotho,Cherry,3," 6,680 ",20040.00,Whole,In-Store,Yes,,,,,
11108,18/04/2020,Liberia,Cherry,3," 4,853 ",14559.00,Whole,In-Store,Yes,,,,,
11109,18/04/2020,Libya,Cherry,1," 9,452 ",9452.00,Whole,Pre-Order,Yes,,,,,
11110,11/03/2021,Madagascar,Apple,2," 9,614 ",19228.00,Whole,In-Store,Yes,,,,,
11111,11/03/2021,Malawi,Apple,1," 2,576 ",2576.00,Slice,In-Store,Yes,,,,,
11112,14/03/2020,Mali,Strawberry Rhubarb,4," 1,080 ",4320.00,Slice,Pre-Order,Yes,,,,,
11113,14/03/2020,Mauritania,Strawberry Rhubarb,5," 7,693 ",38465.00,Slice,In-Store,Yes,,,,,
11114,14/03/2020,Mauritius,Strawberry Rhubarb,3," 2,145 ",6435.00,Whole,In-Store,Yes,,,,,
11115,14/03/2020,Morocco,Strawberry Rhubarb,5," 8,678 ",43390.00,Slice,In-Store,Yes,,,,,
11116,14/03/2020,Mozambique,Strawberry Rhubarb,3," 5,586 ",16758.00,Whole,Pre-Order,Yes,,,,,
11117,14/03/2020,Namibia,Strawberry Rhubarb,5," 8,982 ",44910.00,Slice,Pre-Order,Yes,,,,,
11118,14/03/2020,Niger,Strawberry Rhubarb,4," 3,086 ",12344.00,Slice,Pre-Order,Yes,,,,,
11119,14/03/2020,Nigeria,Pumpkin,3," 4,896 ",14688.00,Whole,In-Store,Yes,,,,,
11120,14/03/2020,Rwanda,Pumpkin,1," 4,431 ",4431.00,Slice,Pre-Order,Yes,,,,,
11121,14/03/2020,Sao Tome & Principe,Pumpkin,1," 5,395 ",5395.00,Slice,In-Store,Yes,,,,,
11122,14/03/2020,Senegal,Pumpkin,5," 3,960 ",19800.00,Whole,In-Store,Yes,,,,,
11123,14/03/2020,Seychelles,Pumpkin,1," 7,148 ",7148.00,Slice,In-Store,Yes,,,,,
11124,14/03/2020,Sierra Leone,Pumpkin,2," 4,298 ",8596.00,Whole,In-Store,Yes,,,,,
11125,14/03/2020,Somalia,Pumpkin,3," 6,732 ",20196.00,Slice,Pre-Order,Yes,,,,,
11126,14/03/2020,South Africa,Pumpkin,2," 5,736 ",11472.00,Whole,Pre-Order,Yes,,,,,
11127,14/03/2020,South Sudan,Pumpkin,4," 4,206 ",16824.00,Whole,Pre-Order,Yes,,,,,
11128,14/03/2020,Sudan,Pumpkin,1," 5,027 ",5027.00,Whole,In-Store,Yes,,,,,
11129,14/03/2020,Tanzania,Pumpkin,3," 3,017 ",9051.00,Whole,Pre-Order,Yes,,,,,
11130,22/03/2020,Togo,Apple,3," 5,735 ",17205.00,Whole,Pre-Order,Yes,,,,,
11131,22/03/2020,Tunisia,Apple,2," 9,714 ",19428.00,Whole,In-Store,Yes,,,,,
11132,22/03/2020,Uganda,Apple,1," 9,528 ",9528.00,Slice,In-Store,Yes,,,,,
11133,22/03/2020,Zambia,Apple,5," 4,143 ",20715.00,Slice,Pre-Order,Yes,,,,,
11134,22/03/2020,Zimbabwe,Apple,2," 2,964 ",5928.00,Whole,In-Store,Yes,,,,,
11135,22/03/2020,Algeria,Apple,2," 3,235 ",6470.00,Whole,Pre-Order,Yes,,,,,
11136,22/03/2020,Angola,Apple,1," 1,133 ",1133.00,Whole,Pre-Order,Yes,,,,,
11137,22/03/2020,Benin,Apple,5," 6,617 ",33085.00,Slice,In-Store,Yes,,,,,
11138,22/03/2020,Botswana,Apple,2," 3,873 ",7746.00,Whole,Pre-Order,Yes,,,,,
11139,22/03/2020,Burkina Faso,Apple,5," 2,612 ",13060.00,Whole,In-Store,Yes,,,,,
11140,23/07/2021,Burundi,Cherry,2," 5,614 ",11228.00,Whole,In-Store,Yes,,,,,
11141,23/07/2021,Cabo Verde,Cherry,2," 7,994 ",15988.00,Whole,Pre-Order,Yes,,,,,
11142,23/07/2021,Cameroon,Strawberry Rhubarb,3," 7,832 ",23496.00,Slice,In-Store,Yes,,,,,
11143,23/07/2021,Central African Republic,Apple,1," 2,607 ",2607.00,Slice,In-Store,Yes,,,,,
11144,23/07/2021,Chad,Apple,4," 6,715 ",26860.00,Whole,In-Store,Yes,,,,,
11145,23/07/2021,Comoros,Strawberry Rhubarb,5," 2,743 ",13715.00,Whole,In-Store,Yes,,,,,
11146,23/07/2021,Congo,Cherry,3," 8,869 ",26607.00,Slice,In-Store,Yes,,,,,
11147,23/07/2021,Côte d'Ivoire,Apple,2," 2,425 ",4850.00,Slice,Pre-Order,Yes,,,,,
11148,23/07/2021,Djibouti,Apple,2," 4,911 ",9822.00,Slice,Pre-Order,Yes,,,,,
11149,29/07/2021,DR Congo,Blueberry,1," 8,650 ",8650.00,Slice,Pre-Order,Yes,,,,,
11150,29/07/2021,Egypt,Apple,1," 6,133 ",6133.00,Slice,In-Store,Yes,,,,,
11151,29/07/2021,Equatorial Guinea,Blueberry,2," 4,157 ",8314.00,Whole,In-Store,Yes,,,,,
11152,29/07/2021,Eritrea,Strawberry Rhubarb,4," 5,404 ",21616.00,Whole,Pre-Order,Yes,,,,,
11153,13/11/2020,Eswatini,Apple,5," 1,662 ",8310.00,Whole,In-Store,Yes,,,,,
11154,13/11/2020,Ethiopia,Cherry,5," 8,104 ",40520.00,Slice,In-Store,Yes,,,,,
11155,13/11/2020,Gabon,Cherry,2," 2,539 ",5078.00,Whole,Pre-Order,Yes,,,,,
11156,13/11/2020,Gambia,Cherry,5," 9,402 ",47010.00,Slice,Pre-Order,Yes,,,,,
11157,13/11/2020,Ghana,Cherry,2," 1,236 ",2472.00,Whole,In-Store,Yes,,,,,
11158,13/11/2020,Guinea,Apple,1," 2,811 ",2811.00,Slice,Pre-Order,Yes,,,,,
11159,13/11/2020,Guinea-Bissau,Apple,2," 5,834 ",11668.00,Whole,Pre-Order,Yes,,,,,
11160,13/11/2020,Kenya,Apple,5," 7,482 ",37410.00,Slice,In-Store,Yes,,,,,
11161,01/12/2020,Lesotho,Pumpkin,4," 7,656 ",30624.00,Whole,Pre-Order,Yes,,,,,
11162,01/12/2020,Liberia,Pumpkin,1," 8,483 ",8483.00,Slice,Pre-Order,Yes,,,,,
11163,01/12/2020,Libya,Pumpkin,4," 7,009 ",28036.00,Whole,In-Store,Yes,,,,,
11164,01/12/2020,Madagascar,Pumpkin,4," 8,567 ",34268.00,Whole,Pre-Order,Yes,,,,,
11165,01/12/2020,Malawi,Pumpkin,5," 8,627 ",43135.00,Whole,Pre-Order,Yes,,,,,
11166,01/12/2020,Mali,Pumpkin,2," 8,627 ",17254.00,Whole,Pre-Order,Yes,,,,,
11167,01/12/2020,Mauritania,Pumpkin,4," 3,914 ",15656.00,Whole,Pre-Order,Yes,,,,,
11168,01/12/2020,Mauritius,Pumpkin,5," 5,960 ",29800.00,Whole,In-Store,Yes,,,,,
11169,01/12/2020,Morocco,Fudge,2," 3,341 ",6682.00,Slice,Pre-Order,No,,,,,
11170,01/12/2020,Mozambique,Fudge,1," 5,436 ",5436.00,Slice,In-Store,No,,,,,
11171,01/12/2020,Namibia,Fudge,5," 2,677 ",13385.00,Slice,Pre-Order,Yes,,,,,
11172,08/10/2021,Niger,Apple,2," 9,753 ",19506.00,Whole,In-Store,No,,,,,
11173,08/10/2021,Nigeria,Strawberry Rhubarb,1," 3,929 ",3929.00,Whole,Pre-Order,Yes,,,,,
11174,08/10/2021,Rwanda,Apple,3," 6,092 ",18276.00,Slice,In-Store,Yes,,,,,
11175,08/10/2021,Sao Tome & Principe,Other,5," 7,487 ",37435.00,Whole,In-Store,Yes,,,,,
11176,08/10/2021,Senegal,Cherry,4," 1,493 ",5972.00,Slice,Pre-Order,Yes,,,,,
11177,08/10/2021,Seychelles,Other,2," 6,427 ",12854.00,Slice,Pre-Order,Yes,,,,,
11178,28/08/2019,Sierra Leone,Apple,2," 5,352 ",10704.00,Slice,In-Store,No,,,,,
11179,28/08/2019,Somalia,Apple,4," 9,226 ",36904.00,Slice,In-Store,Yes,,,,,
11180,28/08/2019,South Africa,Apple,2," 9,735 ",19470.00,Slice,Pre-Order,No,,,,,
11181,28/08/2019,South Sudan,Apple,4," 9,521 ",38084.00,Whole,In-Store,No,,,,,
11182,28/08/2019,Sudan,Apple,5," 2,284 ",11420.00,Whole,In-Store,No,,,,,
11183,28/08/2019,Tanzania,Apple,5," 2,359 ",11795.00,Slice,Pre-Order,Yes,,,,,
11184,05/05/2020,Togo,Pumpkin,3," 6,223 ",18669.00,Slice,Pre-Order,Yes,,,,,
11185,05/05/2020,Tunisia,Pumpkin,4," 1,581 ",6324.00,Slice,In-Store,Yes,,,,,
11186,05/05/2020,Uganda,Pumpkin,5," 2,622 ",13110.00,Whole,In-Store,Yes,,,,,
11187,05/05/2020,Zambia,Pumpkin,2," 5,709 ",11418.00,Slice,In-Store,Yes,,,,,
11188,05/05/2020,Zimbabwe,Pumpkin,4," 6,731 ",26924.00,Slice,In-Store,No,,,,,
11189,05/05/2020,Algeria,Pumpkin,1," 5,868 ",5868.00,Slice,In-Store,No,,,,,
11190,05/05/2020,Angola,Pumpkin,1," 9,819 ",9819.00,Whole,Pre-Order,No,,,,,
11191,23/04/2021,Benin,Apple,2," 8,496 ",16992.00,Whole,In-Store,Yes,,,,,
11192,23/04/2021,Botswana,Apple,4," 4,564 ",18256.00,Whole,Pre-Order,Yes,,,,,
11193,23/11/2021,Burkina Faso,Pumpkin,2," 6,609 ",13218.00,Whole,Pre-Order,Yes,,,,,
11194,23/04/2021,Burundi,Cherry,5," 2,879 ",14395.00,Whole,In-Store,No,,,,,
11195,23/04/2021,Cabo Verde,Apple,1," 9,914 ",9914.00,Whole,Pre-Order,No,,,,,
11196,23/04/2021,Cameroon,Cherry,3," 3,572 ",10716.00,Slice,In-Store,No,,,,,
11197,23/04/2021,Central African Republic,Cherry,1," 7,172 ",7172.00,Slice,In-Store,No,,,,,
11198,23/04/2021,Chad,Apple,1," 1,211 ",1211.00,Whole,Pre-Order,Yes,,,,,
11199,28/01/2020,Comoros,Pumpkin,1," 4,657 ",4657.00,Slice,Pre-Order,No,,,,,
11200,28/01/2020,Congo,Pumpkin,1," 6,585 ",6585.00,Whole,Pre-Order,Yes,,,,,
11201,28/01/2020,Côte d'Ivoire,Pumpkin,3," 8,237 ",24711.00,Whole,Pre-Order,No,,,,,
11202,28/01/2020,Djibouti,Pumpkin,5," 4,400 ",22000.00,Slice,Pre-Order,Yes,,,,,
11203,28/01/2020,DR Congo,Pumpkin,4," 5,775 ",23100.00,Whole,Pre-Order,No,,,,,
11204,28/01/2020,Egypt,Pumpkin,1," 8,262 ",8262.00,Whole,Pre-Order,Yes,,,,,
11205,28/01/2020,Equatorial Guinea,Pumpkin,1," 1,108 ",1108.00,Slice,Pre-Order,No,,,,,
11206,28/01/2020,Eritrea,Pumpkin,3," 1,599 ",4797.00,Slice,In-Store,No,,,,,
11207,28/01/2020,Eswatini,Pumpkin,2," 8,899 ",17798.00,Whole,Pre-Order,Yes,,,,,
11208,28/01/2020,Ethiopia,Pumpkin,3," 1,185 ",3555.00,Whole,In-Store,Yes,,,,,
11209,28/01/2020,Gabon,Pumpkin,2," 1,638 ",3276.00,Slice,Pre-Order,Yes,,,,,
11210,28/01/2020,Gambia,Pumpkin,5," 6,930 ",34650.00,Whole,In-Store,Yes,,,,,
11211,28/01/2020,Ghana,Fudge,1," 6,745 ",6745.00,Whole,In-Store,Yes,,,,,
11212,28/01/2020,Guinea,Fudge,2," 6,652 ",13304.00,Whole,Pre-Order,Yes,,,,,
11213,28/01/2020,Guinea-Bissau,Fudge,3," 5,295 ",15885.00,Slice,In-Store,Yes,,,,,
11214,28/01/2020,Kenya,Fudge,4," 2,092 ",8368.00,Slice,Pre-Order,Yes,,,,,
11215,22/04/2020,Lesotho,Pumpkin,5," 2,747 ",13735.00,Slice,In-Store,No,,,,,
11216,17/06/2021,Liberia,Strawberry Rhubarb,3," 9,320 ",27960.00,Slice,Pre-Order,Yes,,,,,
11217,17/06/2021,Libya,Strawberry Rhubarb,3," 2,465 ",7395.00,Whole,Pre-Order,No,,,,,
11218,17/06/2021,Madagascar,Apple,1," 7,379 ",7379.00,Whole,Pre-Order,No,,,,,
11219,17/06/2021,Malawi,Apple,1," 3,002 ",3002.00,Slice,In-Store,No,,,,,
11220,17/06/2021,Mali,Apple,1," 6,182 ",6182.00,Slice,In-Store,Yes,,,,,
11221,17/06/2021,Mauritania,Strawberry Rhubarb,2," 6,774 ",13548.00,Whole,Pre-Order,Yes,,,,,
11222,17/06/2021,Mauritius,Apple,1," 7,371 ",7371.00,Slice,In-Store,No,,,,,
11223,17/06/2021,Morocco,Apple,3," 3,904 ",11712.00,Whole,In-Store,No,,,,,
11224,17/06/2021,Mozambique,Strawberry Rhubarb,2," 6,161 ",12322.00,Whole,In-Store,No,,,,,
11225,17/06/2021,Namibia,Strawberry Rhubarb,3," 8,313 ",24939.00,Whole,Pre-Order,No,,,,,
11226,17/06/2021,Niger,Strawberry Rhubarb,2," 8,217 ",16434.00,Slice,In-Store,Yes,,,,,
11227,17/06/2021,Nigeria,Apple,2," 4,232 ",8464.00,Slice,In-Store,Yes,,,,,
11228,17/06/2021,Rwanda,Apple,3," 8,486 ",25458.00,Slice,In-Store,No,,,,,
11229,27/12/2019,Sao Tome & Principe,Cherry,2," 3,589 ",7178.00,Slice,Pre-Order,Yes,,,,,
11230,27/12/2019,Senegal,Cherry,1," 9,668 ",9668.00,Slice,Pre-Order,No,,,,,
11231,27/12/2019,Seychelles,Cherry,4," 8,926 ",35704.00,Slice,In-Store,No,,,,,
11232,27/12/2019,Sierra Leone,Pumpkin,1," 9,751 ",9751.00,Whole,In-Store,No,,,,,
11233,27/12/2019,Somalia,Cherry,3," 9,833 ",29499.00,Whole,Pre-Order,Yes,,,,,
11234,27/12/2019,South Africa,Pumpkin,2," 2,227 ",4454.00,Slice,In-Store,Yes,,,,,
11235,27/12/2019,South Sudan,Cherry,1," 2,554 ",2554.00,Whole,In-Store,Yes,,,,,
11236,27/12/2019,Sudan,Cherry,1," 6,704 ",6704.00,Whole,In-Store,Yes,,,,,
11237,27/12/2019,Tanzania,Apple,4," 5,301 ",21204.00,Whole,In-Store,No,,,,,
11238,27/12/2019,Togo,Cherry,4," 8,493 ",33972.00,Slice,In-Store,No,,,,,
11239,27/12/2019,Tunisia,Apple,3," 1,880 ",5640.00,Whole,Pre-Order,Yes,,,,,
11240,01/04/2020,Uganda,Pumpkin,3," 2,438 ",7314.00,Whole,Pre-Order,No,,,,,
