Order NO,Order Date,Countries,Pie Flavor,Quantity,Price,Amount Sold,Slice Or Whole Pie,Pre-Order/In-Store Purchase,Organic?,,,,,,,,,,,,,Pie Flavor,Quantity,,
10959,44386,Sao Tome & Principe,Fudge,4,1168,4672,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10960,44386,Senegal,Strawberry Rhubarb,2,9994,19988,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10961,44386,Seychelles,Pumpkin,1,7924,7924,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10962,44386,Sierra Leone,Pumpkin,4,1795,7180,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10963,44386,Somalia,Fudge,1,5429,5429,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10964,44386,South Africa,Fudge,5,8287,41435,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10965,44386,South Sudan,Pumpkin,3,2467,7401,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10966,44386,Sudan,Pumpkin,4,4164,16656,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10967,44386,Tanzania,Pumpkin,1,6303,6303,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10968,44386,Togo,Pumpkin,4,6773,27092,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10969,44503,Tunisia,Apple,4,5921,23684,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10970,44503,Uganda,Cherry,4,7127,28508,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10971,44503,Zambia,Pumpkin,5,8636,43180,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10972,44503,Zimbabwe,Cherry,2,9908,19816,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10973,44503,Algeria,Apple,4,1521,6084,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10974,44503,Angola,Cherry,1,7128,7128,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10975,44503,Benin,Cherry,1,6114,6114,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10976,44503,Botswana,Pumpkin,4,8372,33488,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10977,44503,Burkina Faso,Cherry,4,5309,21236,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10978,44503,Burundi,Cherry,1,4710,4710,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10979,44503,Cabo Verde,Cherry,5,9242,46210,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10980,44503,Cameroon,Pumpkin,5,9182,45910,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10981,44503,Central African Republic,Cherry,5,8722,43610,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10982,44144,Chad,Pumpkin,1,4031,4031,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10983,44144,Comoros,Pumpkin,5,8570,42850,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10984,44144,Congo,Pumpkin,1,4341,4341,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10985,44144,Côte d'Ivoire,Pumpkin,4,5260,21040,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10986,44155,Djibouti,Strawberry Rhubarb,5,6732,33660,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10987,44155,DR Congo,Blueberry,1,9298,9298,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10988,44155,Egypt,Apple,1,2806,2806,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10989,44155,Equatorial Guinea,Apple,2,9131,18262,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10990,44155,Eritrea,Apple,1,3090,3090,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10991,44155,Eswatini,Pumpkin,1,4827,4827,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10992,44155,Ethiopia,Pumpkin,5,2989,14945,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10993,44155,Gabon,Blueberry,4,8484,33936,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
10994,44155,Gambia,Apple,2,9832,19664,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10995,44473,Ghana,Cherry,3,1502,4506,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
10996,44473,Guinea,Apple,2,7926,15852,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
10997,44473,Guinea-Bissau,Cherry,4,9164,36656,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10998,44473,Kenya,Apple,3,9052,27156,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
10999,44473,Lesotho,Cherry,3,1616,4848,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11000,44473,Liberia,Cherry,2,7472,14944,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11001,44473,Libya,Apple,2,8857,17714,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11002,44473,Madagascar,Cherry,1,8561,8561,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11003,44473,Malawi,Pumpkin,4,2553,10212,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11004,43775,Mali,Pumpkin,4,2942,11768,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11005,43775,Mauritania,Pumpkin,2,8934,17868,Whole,In-Store,No,,,,,,,,,,,,,,,,
11006,43775,Mauritius,Pumpkin,5,1122,5610,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11007,43775,Morocco,Other,5,1578,7890,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11008,43775,Mozambique,Pumpkin,4,7944,31776,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11009,43775,Namibia,Other,3,8182,24546,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11010,43775,Niger,Pumpkin,5,7358,36790,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11011,43775,Nigeria,Apple,5,8827,44135,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11012,43775,Rwanda,Cherry,3,6181,18543,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11013,43775,Sao Tome & Principe,Strawberry Rhubarb,3,1850,5550,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11014,43775,Senegal,Cherry,3,9124,27372,Whole,In-Store,No,,,,,,,,,,,,,,,,
11015,43775,Seychelles,Strawberry Rhubarb,5,5158,25790,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11016,43775,Sierra Leone,Cherry,2,7022,14044,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11017,43775,Somalia,Cherry,1,1591,1591,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11018,43775,South Africa,Pumpkin,2,9938,19876,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11019,43957,South Sudan,Apple,4,5425,21700,Slice,In-Store,No,,,,,,,,,,,,,,,,
11020,43957,Sudan,Apple,4,9406,37624,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11021,43957,Tanzania,Apple,4,7382,29528,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11022,43957,Togo,Apple,1,4341,4341,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11023,43957,Tunisia,Apple,4,4483,17932,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11024,43957,Uganda,Strawberry Rhubarb,3,2755,8265,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11025,43957,Zambia,Strawberry Rhubarb,3,3421,10263,Whole,In-Store,No,,,,,,,,,,,,,,,,
11026,43957,Zimbabwe,Strawberry Rhubarb,5,4838,24190,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11027,43957,Algeria,Strawberry Rhubarb,4,9237,36948,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11028,43957,Angola,Strawberry Rhubarb,5,9769,48845,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11029,43957,Benin,Strawberry Rhubarb,5,9244,46220,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11030,43957,Botswana,Strawberry Rhubarb,2,3436,6872,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11031,43957,Burkina Faso,Strawberry Rhubarb,3,5008,15024,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11032,43957,Burundi,Strawberry Rhubarb,3,3012,9036,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11033,43957,Cabo Verde,Strawberry Rhubarb,5,1711,8555,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11034,43957,Cameroon,Strawberry Rhubarb,1,9844,9844,Slice,In-Store,No,,,,,,,,,,,,,,,,
11035,43957,Central African Republic,Strawberry Rhubarb,3,8954,26862,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11036,44175,Chad,Pumpkin,3,4260,12780,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11037,44175,Comoros,Apple,2,2822,5644,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11038,44175,Congo,Apple,2,8544,17088,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11039,44175,Côte d'Ivoire,Other,1,2679,2679,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11040,44175,Djibouti,Fudge,5,6898,34490,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11041,44175,DR Congo,Cherry,5,2972,14860,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11042,44322,Egypt,Cherry,4,5874,23496,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11043,44322,Equatorial Guinea,Strawberry Rhubarb,2,5646,11292,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11044,44322,Eritrea,Strawberry Rhubarb,4,7714,30856,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11045,44322,Eswatini,Strawberry Rhubarb,4,5552,22208,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11046,44322,Ethiopia,Strawberry Rhubarb,3,4848,14544,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11047,44322,Gabon,Strawberry Rhubarb,3,5943,17829,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11048,44322,Gambia,Cherry,2,6592,13184,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11049,44322,Ghana,Strawberry Rhubarb,2,6254,12508,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11050,44322,Guinea,Cherry,1,3315,3315,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11051,44322,Guinea-Bissau,Strawberry Rhubarb,1,3087,3087,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11052,43932,Kenya,Blueberry,5,4672,23360,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11053,43932,Lesotho,Apple,5,6352,31760,Slice,In-Store,No,,,,,,,,,,,,,,,,
11054,43932,Liberia,Blueberry,2,1521,3042,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11055,43932,Libya,Blueberry,5,9927,49635,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11056,43932,Madagascar,Blueberry,4,7537,30148,Whole,In-Store,No,,,,,,,,,,,,,,,,
11057,43932,Malawi,Blueberry,5,6788,33940,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11058,43932,Mali,Blueberry,3,4351,13053,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11059,43932,Mauritania,Apple,1,3627,3627,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11060,43932,Mauritius,Apple,2,7741,15482,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11061,43932,Morocco,Blueberry,5,6442,32210,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11062,43932,Mozambique,Other,5,3302,16510,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11063,44065,Namibia,Strawberry Rhubarb,4,8003,32012,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11064,44065,Niger,Strawberry Rhubarb,2,7011,14022,Slice,In-Store,No,,,,,,,,,,,,,,,,
11065,43650,Nigeria,Cherry,5,8949,44745,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11066,43650,Rwanda,Cherry,5,9153,45765,Whole,In-Store,No,,,,,,,,,,,,,,,,
11067,43650,Sao Tome & Principe,Cherry,3,6104,18312,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11068,43650,Senegal,Strawberry Rhubarb,4,7908,31632,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11069,43650,Seychelles,Cherry,4,6852,27408,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11070,43650,Sierra Leone,Strawberry Rhubarb,1,8710,8710,Whole,In-Store,No,,,,,,,,,,,,,,,,
11071,43650,Somalia,Cherry,3,9396,28188,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11072,43650,South Africa,Cherry,5,7540,37700,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11073,43650,South Sudan,Apple,1,5439,5439,Slice,In-Store,No,,,,,,,,,,,,,,,,
11074,43650,Sudan,Cherry,4,3802,15208,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11075,43650,Tanzania,Strawberry Rhubarb,3,1414,4242,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11076,43650,Togo,Apple,2,3026,6052,Slice,In-Store,No,,,,,,,,,,,,,,,,
11077,43650,Tunisia,Apple,1,9425,9425,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11078,43650,Uganda,Apple,2,6658,13316,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11079,43650,Zambia,Apple,1,7367,7367,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11080,43650,Zimbabwe,Apple,1,6151,6151,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11081,43904,Algeria,Pumpkin,5,4334,21670,Slice,In-Store,No,,,,,,,,,,,,,,,,
11082,44275,Angola,Pumpkin,5,2726,13630,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11083,44275,Benin,Pumpkin,2,7225,14450,Whole,In-Store,No,,,,,,,,,,,,,,,,
11084,44275,Botswana,Pumpkin,4,8199,32796,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11085,44275,Burkina Faso,Pumpkin,2,1549,3098,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11086,44275,Burundi,Pumpkin,5,6256,31280,Slice,In-Store,No,,,,,,,,,,,,,,,,
11087,44275,Cabo Verde,Pumpkin,2,7454,14908,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11088,44513,Cameroon,Pumpkin,5,6111,30555,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11089,44296,Central African Republic,Other,3,7238,21714,Slice,In-Store,No,,,,,,,,,,,,,,,,
11090,44296,Chad,Cherry,5,3125,15625,Slice,In-Store,No,,,,,,,,,,,,,,,,
11091,44296,Comoros,Cherry,1,9138,9138,Whole,In-Store,No,,,,,,,,,,,,,,,,
11092,44513,Congo,Strawberry Rhubarb,1,6140,6140,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11093,44513,Côte d'Ivoire,Blueberry,2,6304,12608,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11094,44296,Djibouti,Other,5,8158,40790,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11095,44513,DR Congo,Other,1,1736,1736,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11096,44296,Egypt,Apple,3,8987,26961,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11097,43939,Equatorial Guinea,Other,1,6485,6485,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11098,44155,Eritrea,Pumpkin,4,9568,38272,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11099,44155,Eswatini,Pumpkin,3,2506,7518,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11100,43939,Ethiopia,Cherry,1,7941,7941,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11101,44155,Gabon,Pumpkin,1,8935,8935,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11102,43939,Gambia,Cherry,3,4985,14955,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11103,44155,Ghana,Pumpkin,5,9676,48380,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11104,43939,Guinea,Cherry,5,3688,18440,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11105,43939,Guinea-Bissau,Cherry,3,3430,10290,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11106,44155,Kenya,Pumpkin,3,4067,12201,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11107,43939,Lesotho,Cherry,3,6680,20040,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11108,43939,Liberia,Cherry,3,4853,14559,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11109,43939,Libya,Cherry,1,9452,9452,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11110,44266,Madagascar,Apple,2,9614,19228,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11111,44266,Malawi,Apple,1,2576,2576,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11112,43904,Mali,Strawberry Rhubarb,4,1080,4320,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11113,43904,Mauritania,Strawberry Rhubarb,5,7693,38465,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11114,43904,Mauritius,Strawberry Rhubarb,3,2145,6435,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11115,43904,Morocco,Strawberry Rhubarb,5,8678,43390,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11116,43904,Mozambique,Strawberry Rhubarb,3,5586,16758,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11117,43904,Namibia,Strawberry Rhubarb,5,8982,44910,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11118,43904,Niger,Strawberry Rhubarb,4,3086,12344,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11119,43904,Nigeria,Pumpkin,3,4896,14688,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11120,43904,Rwanda,Pumpkin,1,4431,4431,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11121,43904,Sao Tome & Principe,Pumpkin,1,5395,5395,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11122,43904,Senegal,Pumpkin,5,3960,19800,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11123,43904,Seychelles,Pumpkin,1,7148,7148,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11124,43904,Sierra Leone,Pumpkin,2,4298,8596,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11125,43904,Somalia,Pumpkin,3,6732,20196,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11126,43904,South Africa,Pumpkin,2,5736,11472,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11127,43904,South Sudan,Pumpkin,4,4206,16824,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11128,43904,Sudan,Pumpkin,1,5027,5027,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11129,43904,Tanzania,Pumpkin,3,3017,9051,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11130,43912,Togo,Apple,3,5735,17205,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11131,43912,Tunisia,Apple,2,9714,19428,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11132,43912,Uganda,Apple,1,9528,9528,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11133,43912,Zambia,Apple,5,4143,20715,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11134,43912,Zimbabwe,Apple,2,2964,5928,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11135,43912,Algeria,Apple,2,3235,6470,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11136,43912,Angola,Apple,1,1133,1133,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11137,43912,Benin,Apple,5,6617,33085,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11138,43912,Botswana,Apple,2,3873,7746,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11139,43912,Burkina Faso,Apple,5,2612,13060,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11140,44400,Burundi,Cherry,2,5614,11228,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11141,44400,Cabo Verde,Cherry,2,7994,15988,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11142,44400,Cameroon,Strawberry Rhubarb,3,7832,23496,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11143,44400,Central African Republic,Apple,1,2607,2607,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11144,44400,Chad,Apple,4,6715,26860,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11145,44400,Comoros,Strawberry Rhubarb,5,2743,13715,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11146,44400,Congo,Cherry,3,8869,26607,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11147,44400,Côte d'Ivoire,Apple,2,2425,4850,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11148,44400,Djibouti,Apple,2,4911,9822,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11149,44406,DR Congo,Blueberry,1,8650,8650,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11150,44406,Egypt,Apple,1,6133,6133,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11151,44406,Equatorial Guinea,Blueberry,2,4157,8314,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11152,44406,Eritrea,Strawberry Rhubarb,4,5404,21616,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11153,44148,Eswatini,Apple,5,1662,8310,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11154,44148,Ethiopia,Cherry,5,8104,40520,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11155,44148,Gabon,Cherry,2,2539,5078,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11156,44148,Gambia,Cherry,5,9402,47010,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11157,44148,Ghana,Cherry,2,1236,2472,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11158,44148,Guinea,Apple,1,2811,2811,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11159,44148,Guinea-Bissau,Apple,2,5834,11668,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11160,44148,Kenya,Apple,5,7482,37410,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11161,44166,Lesotho,Pumpkin,4,7656,30624,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11162,44166,Liberia,Pumpkin,1,8483,8483,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11163,44166,Libya,Pumpkin,4,7009,28036,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11164,44166,Madagascar,Pumpkin,4,8567,34268,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11165,44166,Malawi,Pumpkin,5,8627,43135,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11166,44166,Mali,Pumpkin,2,8627,17254,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11167,44166,Mauritania,Pumpkin,4,3914,15656,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11168,44166,Mauritius,Pumpkin,5,5960,29800,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11169,44166,Morocco,Fudge,2,3341,6682,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11170,44166,Mozambique,Fudge,1,5436,5436,Slice,In-Store,No,,,,,,,,,,,,,,,,
11171,44166,Namibia,Fudge,5,2677,13385,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11172,44477,Niger,Apple,2,9753,19506,Whole,In-Store,No,,,,,,,,,,,,,,,,
11173,44477,Nigeria,Strawberry Rhubarb,1,3929,3929,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11174,44477,Rwanda,Apple,3,6092,18276,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11175,44477,Sao Tome & Principe,Other,5,7487,37435,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11176,44477,Senegal,Cherry,4,1493,5972,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11177,44477,Seychelles,Other,2,6427,12854,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11178,43705,Sierra Leone,Apple,2,5352,10704,Slice,In-Store,No,,,,,,,,,,,,,,,,
11179,43705,Somalia,Apple,4,9226,36904,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11180,43705,South Africa,Apple,2,9735,19470,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11181,43705,South Sudan,Apple,4,9521,38084,Whole,In-Store,No,,,,,,,,,,,,,,,,
11182,43705,Sudan,Apple,5,2284,11420,Whole,In-Store,No,,,,,,,,,,,,,,,,
11183,43705,Tanzania,Apple,5,2359,11795,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11184,43956,Togo,Pumpkin,3,6223,18669,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11185,43956,Tunisia,Pumpkin,4,1581,6324,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11186,43956,Uganda,Pumpkin,5,2622,13110,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11187,43956,Zambia,Pumpkin,2,5709,11418,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11188,43956,Zimbabwe,Pumpkin,4,6731,26924,Slice,In-Store,No,,,,,,,,,,,,,,,,
11189,43956,Algeria,Pumpkin,1,5868,5868,Slice,In-Store,No,,,,,,,,,,,,,,,,
11190,43956,Angola,Pumpkin,1,9819,9819,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11191,44309,Benin,Apple,2,8496,16992,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11192,44309,Botswana,Apple,4,4564,18256,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11193,44523,Burkina Faso,Pumpkin,2,6609,13218,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11194,44309,Burundi,Cherry,5,2879,14395,Whole,In-Store,No,,,,,,,,,,,,,,,,
11195,44309,Cabo Verde,Apple,1,9914,9914,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11196,44309,Cameroon,Cherry,3,3572,10716,Slice,In-Store,No,,,,,,,,,,,,,,,,
11197,44309,Central African Republic,Cherry,1,7172,7172,Slice,In-Store,No,,,,,,,,,,,,,,,,
11198,44309,Chad,Apple,1,1211,1211,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11199,43858,Comoros,Pumpkin,1,4657,4657,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11200,43858,Congo,Pumpkin,1,6585,6585,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11201,43858,Côte d'Ivoire,Pumpkin,3,8237,24711,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11202,43858,Djibouti,Pumpkin,5,4400,22000,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11203,43858,DR Congo,Pumpkin,4,5775,23100,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11204,43858,Egypt,Pumpkin,1,8262,8262,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11205,43858,Equatorial Guinea,Pumpkin,1,1108,1108,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11206,43858,Eritrea,Pumpkin,3,1599,4797,Slice,In-Store,No,,,,,,,,,,,,,,,,
11207,43858,Eswatini,Pumpkin,2,8899,17798,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
