S/N,Date,Branch,Pizza Sold,Price,Quantity,Sales Discount,Time,Time Range
1716,2022-01-05,Germany,Chicken Bali,2000,5,0.0,13:06:14.400000,Before 9:00am
1717,2022-05-31,England,Chicken Suya,4000,4,0.03,16:24:57.600000,Before 9:00am
1718,2022-04-06,England,Beef Suya,3000,5,0.07,11:45:36,Before 9:00am
1719,2021-01-24,Germany,Italiano,3000,1,0.05,08:03:50.400000,Before 9:00am
1720,2021-07-15,England,Chicken Feast,2000,1,0.0,16:24:57.600000,Before 9:00am
1721,2022-04-03,Germany,BBQ Chicken,4000,1,0.03,11:38:24,Before 9:00am
1722,2020-08-30,France,Chicken Bali,2000,4,0.0,09:25:55.200000,Before 9:00am
1723,2021-02-26,Italy,Chicken Feast,2000,3,0.05,12:04:19.200000,Before 9:00am
1724,2021-07-04,Italy,Chicken Bali,2000,4,0.1,17:13:55.200000,Before 9:00am
1725,2021-01-26,Germany,Margarita,4000,4,0.05,15:57:36,Before 9:00am
1726,2020-05-24,France,Beef Suya,3000,5,0.0,14:51:21.600000,Before 9:00am
1727,2022-02-28,Spain,Beef Suya,3000,4,0.05,17:31:12,Before 9:00am
1728,2020-07-19,France,Italiano,3000,4,0.07,17:54:14.400000,Before 9:00am
1729,2022-04-15,France,BBQ Chicken,4000,2,0.03,08:42:43.200000,Before 9:00am
1730,2022-06-14,Spain,Italiano,3000,3,0.1,11:00:57.600000,Before 9:00am
1731,2022-04-07,France,Chicken Suya,4000,5,0.05,13:26:24,Before 9:00am
1732,2021-04-06,Germany,Pepperoni Suya,3000,4,0.0,13:48:00,Before 9:00am
1733,2021-10-17,France,Meatzaa,2000,2,0.05,15:43:12,Before 9:00am
1734,2022-03-22,England,Hot Veggie,4000,1,0.03,16:04:48,Before 9:00am
1735,2021-07-23,England,BBQ Chicken,4000,3,0.05,14:06:43.200000,Before 9:00am
1736,2022-03-29,England,Pepperoni Feast,4000,2,0.03,10:48:00,Before 9:00am
1737,2020-12-08,England,Chicken Feast,2000,3,0.03,09:47:31.200000,Before 9:00am
1738,2020-08-30,England,Chicken Feast,2000,3,0.05,09:44:38.400000,Before 9:00am
1739,2022-04-19,Italy,Hot Pepperoni Feast,4000,4,0.03,17:47:02.400000,Before 9:00am
1740,2021-08-17,France,Chicken Suya,4000,3,0.03,13:29:16.800000,Before 9:00am
1741,2020-12-25,England,Beef Suya,3000,3,0.05,14:19:40.800000,Before 9:00am
1742,2020-10-17,England,Chicken Feast,2000,5,0.05,14:06:43.200000,Before 9:00am
1743,2021-03-21,England,Meatzaa,2000,1,0.0,16:32:09.600000,Before 9:00am
1744,2020-11-27,Italy,Chicken Suya,4000,2,0.03,08:09:36,Before 9:00am
1745,2022-06-13,England,Italiano,3000,5,0.0,15:25:55.200000,Before 9:00am
1746,2020-12-12,Germany,Meatzaa,2000,3,0.0,11:22:33.600000,Before 9:00am
1747,2021-04-28,Spain,BBQ Chicken,4000,4,0.0,11:48:28.800000,Before 9:00am
1748,2021-02-23,England,Chicken Suya,4000,3,0.05,11:26:52.800000,Before 9:00am
1749,2021-12-29,Italy,BBQ Chicken,4000,5,0.03,10:03:21.600000,Before 9:00am
1750,2020-04-05,Italy,BBQ Philly Steak,4000,3,0.05,11:41:16.800000,Before 9:00am
1751,2020-04-30,France,Pepperoni Feast,4000,1,0.05,11:12:28.800000,Before 9:00am
1752,2021-09-28,England,Beef Suya,3000,3,0.0,16:43:40.800000,Before 9:00am
1753,2021-01-31,Spain,Pepperoni Suya,3000,5,0.0,12:54:43.200000,Before 9:00am
1754,2020-09-23,England,Hot Veggie,4000,5,0.03,15:59:02.400000,Before 9:00am
1755,2020-12-12,Italy,Extravaganza,2000,3,0.03,16:33:36,Before 9:00am
1756,2020-03-18,Italy,Hot Pepperoni Feast,4000,5,0.0,13:29:16.800000,Before 9:00am
1757,2021-11-08,Germany,Chicken Bali,2000,2,0.03,17:06:43.200000,Before 9:00am
1758,2020-12-03,England,Chicken Bali,2000,3,0.0,10:45:07.200000,Before 9:00am
1759,2021-11-22,France,Hot Veggie,4000,1,0.1,10:10:33.600000,Before 9:00am
1760,2020-01-22,England,Chicken Suya,4000,1,0.0,16:39:21.600000,Before 9:00am
1761,2022-04-14,England,Hot Veggie,4000,4,0.1,16:24:57.600000,Before 9:00am
1762,2021-12-19,Italy,Hot Pepperoni Feast,4000,1,0.03,11:26:52.800000,Before 9:00am
1763,2020-11-23,Spain,Veggie Supreme,3000,2,0.07,17:32:38.400000,Before 9:00am
1764,2021-06-23,Spain,Veggie Supreme,3000,4,0.0,09:04:19.200000,Before 9:00am
1765,2021-02-11,Germany,Extravaganza,2000,2,0.0,14:13:55.200000,Before 9:00am
1766,2022-06-05,Italy,Chicken Bali,2000,1,0.0,12:36:00,Before 9:00am
1767,2020-12-08,England,Veggie Supreme,3000,4,0.07,11:16:48,Before 9:00am
1768,2021-03-01,England,Pepperoni Suya,3000,3,0.07,16:04:48,Before 9:00am
1769,2020-01-01,Italy,Chicken Feast,2000,1,0.05,17:15:21.600000,Before 9:00am
1770,2020-10-14,Spain,Extravaganza,2000,2,0.05,12:23:02.400000,Before 9:00am
1771,2021-02-23,Spain,BBQ Philly Steak,4000,3,0.0,13:22:04.800000,Before 9:00am
1772,2022-05-04,Italy,Hot Pepperoni Feast,4000,1,0.1,15:14:24,Before 9:00am
1773,2020-11-19,France,Hot Veggie,4000,3,0.0,17:25:26.400000,Before 9:00am
1774,2021-09-30,France,Pepperoni Feast,4000,3,0.0,10:07:40.800000,Before 9:00am
1775,2022-04-25,Italy,Extravaganza,2000,5,0.0,17:58:33.600000,Before 9:00am
1776,2020-11-18,France,Veggie Supreme,3000,2,0.05,10:37:55.200000,Before 9:00am
1777,2022-05-05,Italy,Meatzaa,2000,1,0.07,11:36:57.600000,Before 9:00am
1778,2021-06-13,Germany,Hot Pepperoni Feast,4000,5,0.03,10:48:00,Before 9:00am
1779,2020-10-07,Germany,Margarita,4000,3,0.05,17:11:02.400000,Before 9:00am
1780,2020-07-05,Italy,Chicken Legend,2000,4,0.05,15:34:33.600000,Before 9:00am
1781,2020-01-21,Spain,Pepperoni Suya,3000,1,0.0,10:27:50.400000,Before 9:00am
1782,2022-03-09,Germany,Meatzaa,2000,2,0.05,09:17:16.800000,Before 9:00am
1783,2020-06-24,Germany,Pepperoni Feast,4000,1,0.05,12:04:19.200000,Before 9:00am
1784,2021-09-04,Italy,BBQ Chicken,4000,2,0.0,13:14:52.800000,Before 9:00am
1785,2022-04-25,France,Chicken Bali,2000,1,0.05,14:35:31.200000,Before 9:00am
1786,2020-07-27,Germany,Beef Suya,3000,2,0.05,14:13:55.200000,Before 9:00am
1787,2020-04-10,England,BBQ Chicken,4000,1,0.05,09:27:21.600000,Before 9:00am
1788,2022-03-29,England,Pepperoni Suya,3000,5,0.05,16:35:02.400000,Before 9:00am
1789,2020-03-25,Italy,Pepperoni Feast,4000,4,0.05,08:51:21.600000,Before 9:00am
1790,2020-01-25,Spain,Pepperoni Feast,4000,3,0.0,12:56:09.600000,Before 9:00am
1791,2021-02-06,Spain,Margarita,4000,5,0.0,15:54:43.200000,Before 9:00am
1792,2022-03-13,Spain,Meatzaa,2000,5,0.0,17:09:36,Before 9:00am
1793,2021-11-18,Spain,Italiano,3000,2,0.05,12:11:31.200000,Before 9:00am
1794,2021-05-19,England,BBQ Chicken,4000,3,0.05,08:21:07.200000,Before 9:00am
1795,2021-04-10,France,Margarita,4000,2,0.03,10:35:02.400000,Before 9:00am
1796,2020-02-22,Germany,BBQ Philly Steak,4000,3,0.0,17:31:12,Before 9:00am
1797,2021-01-06,France,Meatzaa,2000,4,0.03,12:23:02.400000,Before 9:00am
1798,2020-01-13,Germany,Hot Veggie,4000,2,0.05,12:43:12,Before 9:00am
1799,2022-04-08,France,Extravaganza,2000,5,0.1,13:17:45.600000,Before 9:00am
1800,2020-01-31,Italy,Hot Veggie,4000,2,0.0,14:52:48,Before 9:00am
1801,2021-04-25,England,Pepperoni Suya,3000,3,0.07,09:18:43.200000,Before 9:00am
1802,2021-02-28,Italy,Chicken Legend,2000,3,0.0,09:37:26.400000,Before 9:00am
1803,2020-04-03,Spain,Chicken Feast,2000,4,0.0,13:39:21.600000,Before 9:00am
1804,2020-04-02,Italy,BBQ Philly Steak,4000,2,0.0,09:50:24,Before 9:00am
1805,2021-11-26,Spain,Pepperoni Feast,4000,1,0.05,14:28:19.200000,Before 9:00am
1806,2021-02-26,Spain,Pepperoni Suya,3000,5,0.0,12:34:33.600000,Before 9:00am
1807,2020-02-18,Italy,BBQ Chicken,4000,5,0.1,15:11:31.200000,Before 9:00am
1808,2020-03-08,Spain,Hot Veggie,4000,2,0.07,13:20:38.400000,Before 9:00am
1809,2020-04-21,France,Pepperoni Suya,3000,4,0.0,17:15:21.600000,Before 9:00am
1810,2020-11-05,Italy,Hot Veggie,4000,1,0.0,17:05:16.800000,Before 9:00am
1811,2020-07-22,France,Pepperoni Feast,4000,5,0.03,13:23:31.200000,Before 9:00am
1812,2020-06-07,France,Hot Pepperoni Feast,4000,2,0.0,16:40:48,Before 9:00am
1813,2021-01-01,England,Chicken Suya,4000,2,0.03,14:26:52.800000,Before 9:00am
1814,2021-10-16,Germany,BBQ Chicken,4000,1,0.1,11:38:24,Before 9:00am
1815,2021-03-08,France,Beef Suya,3000,4,0.0,08:45:36,Before 9:00am
1816,2021-07-27,France,Italiano,3000,5,0.03,08:19:40.800000,Before 9:00am
1817,2021-12-16,Spain,Hot Pepperoni Feast,4000,3,0.05,09:14:24,Before 9:00am
1818,2020-06-16,England,BBQ Philly Steak,4000,2,0.03,08:03:50.400000,Before 9:00am
1819,2022-03-27,Germany,Chicken Suya,4000,3,0.0,08:09:36,Before 9:00am
1820,2020-12-05,Germany,Beef Suya,3000,1,0.0,14:21:07.200000,Before 9:00am
1821,2021-09-02,Germany,Chicken Suya,4000,3,0.1,11:31:12,Before 9:00am
1822,2022-02-16,England,Chicken Suya,4000,3,0.1,15:50:24,Before 9:00am
1823,2021-01-13,England,Chicken Feast,2000,1,0.03,13:03:21.600000,Before 9:00am
1824,2021-02-26,Germany,Chicken Suya,4000,3,0.0,09:36:00,Before 9:00am
1825,2020-09-22,France,Pepperoni Suya,3000,4,0.07,14:32:38.400000,Before 9:00am
1826,2021-05-14,France,Pepperoni Suya,3000,2,0.03,16:19:12,Before 9:00am
1827,2020-11-24,France,BBQ Chicken,4000,2,0.0,13:56:38.400000,Before 9:00am
1828,2020-12-19,France,Chicken Feast,2000,2,0.0,17:25:26.400000,Before 9:00am
1829,2020-01-19,Italy,Beef Suya,3000,1,0.05,09:15:50.400000,Before 9:00am
1830,2020-02-11,Germany,Chicken Legend,2000,3,0.07,13:10:33.600000,Before 9:00am
1831,2021-10-15,France,Extravaganza,2000,5,0.0,16:48:00,Before 9:00am
1832,2020-03-03,Germany,BBQ Chicken,4000,2,0.1,14:55:40.800000,Before 9:00am
1833,2021-08-15,Spain,Meatzaa,2000,1,0.1,12:02:52.800000,Before 9:00am
1834,2022-05-10,Italy,Pepperoni Feast,4000,3,0.05,08:26:52.800000,Before 9:00am
1835,2022-04-10,Germany,Veggie Supreme,3000,4,0.05,13:52:19.200000,Before 9:00am
1836,2021-09-05,France,Chicken Suya,4000,4,0.0,15:17:16.800000,Before 9:00am
1837,2020-03-30,Spain,BBQ Philly Steak,4000,3,0.05,16:33:36,Before 9:00am
1838,2020-02-03,England,Margarita,4000,3,0.0,09:02:52.800000,Before 9:00am
1839,2021-07-27,France,Pepperoni Suya,3000,3,0.0,17:39:50.400000,Before 9:00am
1840,2021-02-12,Italy,Veggie Supreme,3000,3,0.0,15:41:45.600000,Before 9:00am
1841,2021-12-27,France,Hot Pepperoni Feast,4000,3,0.1,11:05:16.800000,Before 9:00am
1842,2022-04-05,Germany,Italiano,3000,1,0.03,08:19:40.800000,Before 9:00am
1843,2022-02-03,England,Chicken Legend,2000,5,0.05,17:39:50.400000,Before 9:00am
1844,2021-06-08,Italy,Chicken Suya,4000,3,0.03,14:34:04.800000,Before 9:00am
1845,2021-02-02,France,Veggie Supreme,3000,5,0.0,10:24:57.600000,Before 9:00am
1846,2021-04-28,England,Italiano,3000,3,0.05,16:29:16.800000,Before 9:00am
1847,2021-03-10,Germany,Beef Suya,3000,2,0.03,10:56:38.400000,Before 9:00am
1848,2021-01-12,England,Hot Pepperoni Feast,4000,3,0.05,12:50:24,Before 9:00am
1849,2020-12-24,Germany,Beef Suya,3000,5,0.0,15:57:36,Before 9:00am
1850,2021-03-24,France,Beef Suya,3000,2,0.0,13:23:31.200000,Before 9:00am
1851,2021-09-24,Italy,Chicken Legend,2000,2,0.0,14:36:57.600000,Before 9:00am
1852,2021-08-28,Spain,BBQ Philly Steak,4000,2,0.05,13:12:00,Before 9:00am
1853,2020-10-12,Germany,BBQ Chicken,4000,2,0.0,09:15:50.400000,Before 9:00am
1854,2020-09-09,Italy,BBQ Philly Steak,4000,5,0.1,17:21:07.200000,Before 9:00am
1855,2020-11-20,Germany,Beef Suya,3000,1,0.05,09:30:14.400000,Before 9:00am
1856,2020-05-25,Italy,BBQ Chicken,4000,5,0.03,14:35:31.200000,Before 9:00am
1857,2020-04-06,Spain,Pepperoni Suya,3000,2,0.05,12:23:02.400000,Before 9:00am
1858,2020-09-17,France,BBQ Philly Steak,4000,3,0.0,11:49:55.200000,Before 9:00am
1859,2022-01-17,France,Hot Veggie,4000,4,0.05,15:11:31.200000,Before 9:00am
1860,2021-06-14,England,BBQ Philly Steak,4000,1,0.0,13:43:40.800000,Before 9:00am
1861,2021-01-16,England,BBQ Chicken,4000,1,0.1,09:30:14.400000,Before 9:00am
1862,2020-02-07,Germany,Extravaganza,2000,5,0.1,11:18:14.400000,Before 9:00am
1863,2021-09-07,Italy,BBQ Philly Steak,4000,3,0.0,17:06:43.200000,Before 9:00am
1864,2022-02-06,England,Veggie Supreme,3000,2,0.03,08:47:02.400000,Before 9:00am
1865,2021-01-20,Italy,Chicken Feast,2000,3,0.0,11:12:28.800000,Before 9:00am
1866,2022-03-23,Germany,Beef Suya,3000,2,0.0,15:15:50.400000,Before 9:00am
1867,2020-09-16,England,Chicken Feast,2000,1,0.05,16:24:57.600000,Before 9:00am
1868,2021-11-20,England,BBQ Chicken,4000,5,0.03,12:10:04.800000,Before 9:00am
1869,2020-05-14,France,Pepperoni Suya,3000,4,0.05,13:49:26.400000,Before 9:00am
1870,2020-08-09,Spain,Pepperoni Feast,4000,2,0.07,12:17:16.800000,Before 9:00am
1871,2021-03-30,Spain,Margarita,4000,2,0.03,15:24:28.800000,Before 9:00am
1872,2020-01-02,Italy,Beef Suya,3000,1,0.05,16:35:02.400000,Before 9:00am
1873,2020-10-29,Spain,Hot Pepperoni Feast,4000,3,0.05,16:45:07.200000,Before 9:00am
1874,2021-08-06,France,Beef Suya,3000,2,0.03,11:15:21.600000,Before 9:00am
1875,2021-05-26,Germany,Hot Pepperoni Feast,4000,3,0.03,16:39:21.600000,Before 9:00am
1876,2022-04-05,Germany,Italiano,3000,3,0.0,17:45:36,Before 9:00am
1877,2021-04-17,Germany,Chicken Feast,2000,2,0.03,16:19:12,Before 9:00am
1878,2021-06-30,Italy,Chicken Bali,2000,3,0.05,15:23:02.400000,Before 9:00am
1879,2021-09-17,England,Italiano,3000,1,0.0,09:10:04.800000,Before 9:00am
1880,2020-07-27,England,Pepperoni Suya,3000,5,0.05,11:28:19.200000,Before 9:00am
1881,2021-07-20,Germany,Italiano,3000,1,0.05,14:52:48,Before 9:00am
1882,2021-09-10,Spain,Pepperoni Suya,3000,1,0.03,14:15:21.600000,Before 9:00am
1883,2021-03-02,France,Meatzaa,2000,5,0.0,16:20:38.400000,Before 9:00am
1884,2020-08-05,Italy,BBQ Chicken,4000,3,0.03,17:35:31.200000,Before 9:00am
1885,2021-01-04,France,Beef Suya,3000,5,0.07,17:12:28.800000,Before 9:00am
1886,2021-02-05,England,Beef Suya,3000,3,0.07,12:50:24,Before 9:00am
1887,2020-04-13,France,Chicken Suya,4000,1,0.03,14:18:14.400000,Before 9:00am
1888,2022-06-16,England,Beef Suya,3000,1,0.0,14:00:57.600000,Before 9:00am
1889,2021-09-20,France,Chicken Suya,4000,2,0.0,15:27:21.600000,Before 9:00am
1890,2022-06-10,Italy,Extravaganza,2000,5,0.0,17:45:36,Before 9:00am
1891,2022-03-31,England,Chicken Feast,2000,4,0.1,10:49:26.400000,Before 9:00am
1892,2020-06-18,England,BBQ Philly Steak,4000,2,0.03,16:29:16.800000,Before 9:00am
1893,2021-05-04,England,Chicken Feast,2000,1,0.0,08:55:40.800000,Before 9:00am
1894,2020-06-26,Italy,Chicken Suya,4000,1,0.0,08:44:09.600000,Before 9:00am
1895,2021-07-11,Italy,Chicken Feast,2000,1,0.05,08:15:21.600000,Before 9:00am
1896,2020-06-08,Italy,Chicken Feast,2000,2,0.03,14:41:16.800000,Before 9:00am
1897,2021-01-30,Spain,BBQ Chicken,4000,4,0.1,13:04:48,Before 9:00am
1898,2022-02-14,France,BBQ Philly Steak,4000,2,0.05,15:36:00,Before 9:00am
1899,2022-04-03,Italy,Chicken Suya,4000,4,0.05,11:25:26.400000,Before 9:00am
1900,2022-04-13,Germany,Margarita,4000,5,0.05,09:30:14.400000,Before 9:00am
1901,2022-02-05,Spain,Veggie Supreme,3000,4,0.03,14:44:09.600000,Before 9:00am
1902,2020-07-08,Spain,Chicken Bali,2000,3,0.0,15:04:19.200000,Before 9:00am
1903,2021-02-09,Germany,Beef Suya,3000,5,0.03,15:47:31.200000,Before 9:00am
1904,2020-06-15,Spain,Hot Pepperoni Feast,4000,1,0.0,13:00:28.800000,Before 9:00am
1905,2022-04-28,France,Hot Veggie,4000,1,0.05,12:40:19.200000,Before 9:00am
1906,2021-02-01,France,Meatzaa,2000,1,0.05,15:02:52.800000,Before 9:00am
1907,2021-06-20,England,Chicken Legend,2000,2,0.05,13:29:16.800000,Before 9:00am
1908,2022-02-14,England,BBQ Philly Steak,4000,2,0.03,17:24:00,Before 9:00am
1909,2021-11-04,Germany,Veggie Supreme,3000,2,0.05,08:06:43.200000,Before 9:00am
1910,2020-04-02,France,Chicken Bali,2000,3,0.05,14:09:36,Before 9:00am
1911,2020-12-29,Spain,Chicken Bali,2000,2,0.07,08:58:33.600000,Before 9:00am
1912,2021-11-28,Italy,Margarita,4000,5,0.07,16:20:38.400000,Before 9:00am
1913,2020-06-12,Italy,Veggie Supreme,3000,3,0.05,16:23:31.200000,Before 9:00am
1914,2021-07-09,France,Chicken Suya,4000,3,0.03,08:02:24,Before 9:00am
1915,2020-04-17,France,Pepperoni Feast,4000,4,0.07,14:18:14.400000,Before 9:00am
1916,2022-05-22,Italy,Chicken Legend,2000,5,0.0,10:55:12,Before 9:00am
1917,2022-05-10,France,Italiano,3000,3,0.0,15:44:38.400000,Before 9:00am
1918,2021-06-23,Italy,Chicken Feast,2000,5,0.0,10:39:21.600000,Before 9:00am
1919,2021-10-08,Italy,Chicken Bali,2000,4,0.0,11:12:28.800000,Before 9:00am
1920,2021-12-15,England,Veggie Supreme,3000,1,0.07,11:38:24,Before 9:00am
1921,2021-07-15,Spain,BBQ Chicken,4000,1,0.05,10:01:55.200000,Before 9:00am
1922,2022-06-10,Germany,Pepperoni Feast,4000,5,0.05,08:22:33.600000,Before 9:00am
1923,2020-11-13,Spain,BBQ Philly Steak,4000,4,0.03,12:33:07.200000,Before 9:00am
1924,2020-05-28,Italy,Veggie Supreme,3000,5,0.0,17:47:02.400000,Before 9:00am
1925,2021-07-18,England,Margarita,4000,2,0.07,17:49:55.200000,Before 9:00am
1926,2020-03-09,Spain,Meatzaa,2000,5,0.0,11:45:36,Before 9:00am
1927,2020-11-05,Germany,Chicken Legend,2000,5,0.03,14:09:36,Before 9:00am
1928,2020-12-06,Italy,Italiano,3000,4,0.03,12:31:40.800000,Before 9:00am
1929,2022-04-13,France,Italiano,3000,5,0.05,09:36:00,Before 9:00am
1930,2020-02-20,France,Italiano,3000,3,0.0,10:53:45.600000,Before 9:00am
1931,2021-08-15,Italy,Meatzaa,2000,3,0.0,08:02:24,Before 9:00am
1932,2020-12-24,England,Veggie Supreme,3000,4,0.05,17:44:09.600000,Before 9:00am
1933,2020-08-24,France,Italiano,3000,1,0.0,10:27:50.400000,Before 9:00am
1934,2020-09-23,Spain,Chicken Legend,2000,4,0.0,16:49:26.400000,Before 9:00am
1935,2022-01-04,Italy,Veggie Supreme,3000,5,0.05,13:49:26.400000,Before 9:00am
1936,2021-12-07,Italy,Pepperoni Suya,3000,2,0.03,17:29:45.600000,Before 9:00am
1937,2021-05-11,France,Beef Suya,3000,2,0.03,17:00:57.600000,Before 9:00am
1938,2021-10-21,Italy,Chicken Suya,4000,5,0.05,14:48:28.800000,Before 9:00am
1939,2020-06-22,Italy,Pepperoni Suya,3000,1,0.03,10:50:52.800000,Before 9:00am
1940,2021-11-01,Italy,Chicken Feast,2000,1,0.0,13:06:14.400000,Before 9:00am
1941,2021-12-20,Spain,Pepperoni Suya,3000,3,0.03,16:26:24,Before 9:00am
1942,2020-03-30,England,BBQ Chicken,4000,2,0.05,16:49:26.400000,Before 9:00am
1943,2021-02-06,Spain,Beef Suya,3000,4,0.03,15:20:09.600000,Before 9:00am
1944,2021-04-07,England,Pepperoni Feast,4000,1,0.0,13:17:45.600000,Before 9:00am
1945,2020-02-02,England,Margarita,4000,3,0.05,15:18:43.200000,Before 9:00am
1946,2021-01-18,Germany,Pepperoni Suya,3000,1,0.0,08:39:50.400000,Before 9:00am
1947,2022-03-21,Spain,Meatzaa,2000,4,0.0,09:56:09.600000,Before 9:00am
1948,2020-07-08,Italy,Hot Pepperoni Feast,4000,1,0.03,14:54:14.400000,Before 9:00am
1949,2021-10-05,Italy,Margarita,4000,1,0.03,15:14:24,Before 9:00am
1950,2022-04-21,Italy,Margarita,4000,3,0.03,15:50:24,Before 9:00am
1951,2020-03-25,Germany,Meatzaa,2000,5,0.07,10:20:38.400000,Before 9:00am
1952,2020-01-30,Spain,Pepperoni Feast,4000,2,0.1,13:17:45.600000,Before 9:00am
1953,2020-06-22,England,Margarita,4000,3,0.1,14:11:02.400000,Before 9:00am
1954,2020-12-27,Italy,Hot Pepperoni Feast,4000,5,0.0,09:11:31.200000,Before 9:00am
1955,2021-07-29,England,Chicken Bali,2000,5,0.1,16:04:48,Before 9:00am
1956,2021-12-02,France,Margarita,4000,2,0.05,09:01:26.400000,Before 9:00am
1957,2021-03-27,Spain,Extravaganza,2000,3,0.05,13:40:48,Before 9:00am
1958,2020-11-01,Italy,Chicken Bali,2000,2,0.05,10:48:00,Before 9:00am
1959,2020-04-18,France,BBQ Chicken,4000,4,0.05,17:28:19.200000,Before 9:00am
1960,2021-05-11,England,Veggie Supreme,3000,1,0.05,16:59:31.200000,Before 9:00am
1961,2020-05-24,England,Hot Veggie,4000,3,0.0,08:18:14.400000,Before 9:00am
1962,2020-08-14,England,Meatzaa,2000,2,0.0,09:37:26.400000,Before 9:00am
1963,2020-10-06,Germany,BBQ Chicken,4000,1,0.05,10:27:50.400000,Before 9:00am
1964,2021-06-25,England,Chicken Feast,2000,1,0.03,15:17:16.800000,Before 9:00am
1965,2020-01-02,Spain,Pepperoni Feast,4000,4,0.07,09:48:57.600000,Before 9:00am
1966,2022-03-31,Italy,Hot Veggie,4000,4,0.05,11:13:55.200000,Before 9:00am
1967,2022-05-21,Italy,Chicken Suya,4000,1,0.0,11:49:55.200000,Before 9:00am
1968,2021-01-09,Spain,Extravaganza,2000,1,0.05,09:54:43.200000,Before 9:00am
1969,2021-07-04,France,Chicken Legend,2000,3,0.05,09:08:38.400000,Before 9:00am
1970,2022-02-28,England,Chicken Suya,4000,5,0.0,11:18:14.400000,Before 9:00am
1971,2020-12-14,England,Margarita,4000,2,0.1,16:40:48,Before 9:00am
1972,2020-05-04,Spain,Pepperoni Suya,3000,4,0.05,17:21:07.200000,Before 9:00am
1973,2021-07-25,Spain,Extravaganza,2000,2,0.03,12:24:28.800000,Before 9:00am
1974,2021-03-23,England,Hot Veggie,4000,3,0.03,14:16:48,Before 9:00am
1975,2020-07-15,France,Beef Suya,3000,1,0.0,17:51:21.600000,Before 9:00am
1976,2020-04-14,England,Pepperoni Suya,3000,4,0.0,15:18:43.200000,Before 9:00am
1977,2020-06-17,Germany,Italiano,3000,2,0.0,11:55:40.800000,Before 9:00am
1978,2022-02-16,France,BBQ Chicken,4000,1,0.07,17:35:31.200000,Before 9:00am
1979,2021-02-06,France,Chicken Legend,2000,2,0.05,15:07:12,Before 9:00am
1980,2021-04-07,Germany,Chicken Bali,2000,2,0.03,18:00:00,Before 9:00am
1981,2021-02-17,France,Pepperoni Suya,3000,5,0.03,08:39:50.400000,Before 9:00am
1982,2020-03-06,Germany,Pepperoni Feast,4000,2,0.03,10:14:52.800000,Before 9:00am
1983,2021-06-23,England,BBQ Philly Steak,4000,5,0.0,16:37:55.200000,Before 9:00am
1984,2022-02-09,Germany,Extravaganza,2000,3,0.05,16:36:28.800000,Before 9:00am
1985,2020-01-16,Germany,Pepperoni Feast,4000,5,0.05,17:58:33.600000,Before 9:00am
1986,2021-08-10,England,Chicken Suya,4000,4,0.1,12:08:38.400000,Before 9:00am
1987,2020-08-16,Germany,BBQ Chicken,4000,5,0.05,12:07:12,Before 9:00am
1988,2022-03-29,England,Chicken Legend,2000,1,0.05,14:35:31.200000,Before 9:00am
1989,2020-06-11,France,Hot Veggie,4000,5,0.05,08:57:07.200000,Before 9:00am
1990,2021-10-29,France,Hot Pepperoni Feast,4000,2,0.0,11:45:36,Before 9:00am
1991,2021-09-09,France,Pepperoni Feast,4000,3,0.0,13:50:52.800000,Before 9:00am
1992,2021-02-03,England,Hot Pepperoni Feast,4000,4,0.07,10:27:50.400000,Before 9:00am
1993,2022-04-12,Spain,Chicken Bali,2000,1,0.05,17:26:52.800000,Before 9:00am
1994,2020-01-30,Italy,Chicken Bali,2000,4,0.0,15:30:14.400000,Before 9:00am
1995,2020-07-22,France,Italiano,3000,2,0.07,10:43:40.800000,Before 9:00am
1996,2022-03-18,Italy,Chicken Legend,2000,4,0.0,11:28:19.200000,Before 9:00am
1997,2021-04-14,Germany,Chicken Legend,2000,2,0.03,16:39:21.600000,Before 9:00am
1998,2020-05-14,England,Veggie Supreme,3000,2,0.07,12:04:19.200000,Before 9:00am
1999,2021-08-09,Spain,Meatzaa,2000,1,0.07,14:26:52.800000,Before 9:00am
2000,2022-04-06,France,Italiano,3000,5,0.05,11:21:07.200000,Before 9:00am
2001,2020-04-30,France,Chicken Feast,2000,1,0.03,11:18:14.400000,Before 9:00am
2002,2020-06-17,Italy,BBQ Chicken,4000,4,0.05,15:38:52.800000,Before 9:00am
2003,2020-05-23,Spain,Italiano,3000,1,0.05,11:32:38.400000,Before 9:00am
2004,2021-06-30,England,Veggie Supreme,3000,5,0.0,16:23:31.200000,Before 9:00am
2005,2022-06-05,Italy,Chicken Suya,4000,2,0.07,14:35:31.200000,Before 9:00am
2006,2021-08-10,Spain,BBQ Philly Steak,4000,5,0.07,11:22:33.600000,Before 9:00am
2007,2020-11-06,France,Pepperoni Feast,4000,2,0.03,15:07:12,Before 9:00am
2008,2020-11-23,Spain,Chicken Suya,4000,2,0.0,09:28:48,Before 9:00am
2009,2020-02-07,France,Hot Veggie,4000,4,0.0,11:44:09.600000,Before 9:00am
